trap_id,latitude,longitude,reporting_area,Status,collected_at,ID Type,eggs_caught,#aeg,#positive
D10,3.3863746,-76.5460353,Comuna 18,FALSE,"Nov 5, 2020 16:19:30",Eggs,,,
D3,3.3907795,-76.5519291,Comuna 18,TRUE,"Nov 5, 2020 16:21:41","Larvae, Eggs",483,5,5
D4,3.3902142,-76.5479724,Comuna 18,TRUE,"Nov 5, 2020 16:22:29",Eggs,52,,
D1,3.3953927,-76.5477965,Comuna 18,TRUE,"Nov 5, 2020 16:23:23",Eggs,539,,
D2,3.3950509,-76.5524601,Comuna 18,TRUE,"Nov 5, 2020 16:24:01",Eggs,583,,
D9,3.3941797,-76.5547076,Comuna 18,TRUE,"Nov 5, 2020 16:25:22","Larvae, Eggs",87,5,0
D5,3.395138,-76.5587592,Comuna 18,TRUE,"Nov 5, 2020 16:53:30","Larvae, Eggs, Pupae",759,5,0
D7,3.3903816,-76.5571303,Comuna 18,TRUE,"Nov 5, 2020 16:55:08","Larvae, Eggs, Pupae",755,5,0
D17,3.3884598,-76.5612631,Comuna 18,TRUE,"Nov 5, 2020 16:56:51","Larvae, Eggs, Pupae",455,5,4
D16,3.3839797,-76.565132,Comuna 18,TRUE,"Nov 5, 2020 16:57:25",Eggs,,,
D20,3.3809878,-76.5623641,Comuna 18,FALSE,"Nov 5, 2020 16:58:14",Eggs,,,
D50,3.3778496,-76.5568117,Comuna 18,FALSE,"Nov 5, 2020 16:59:33",Eggs,,,
D6,3.3948675,-76.5605707,Comuna 18,FALSE,"Nov 5, 2020 17:00:02",Eggs,,,
D81,3.3791483,-76.5611292,Comuna 18,TRUE,"Nov 5, 2020 17:01:42","Larvae, Eggs",659,,
D52,3.3741556,-76.55374,Comuna 18,TRUE,"Nov 5, 2020 17:03:14","Larvae, Eggs",940,5,0
D53,3.3740986,-76.5538073,Comuna 18,TRUE,"Nov 5, 2020 17:04:38","Larvae, Eggs, Pupae",460,5,5
D51,3.3777932,-76.5568864,Comuna 18,TRUE,"Nov 6, 2020 8:05:29",Larvae,,,
D69,3.375436,-76.5507905,Comuna 18,TRUE,"Nov 6, 2020 8:07:29","Larvae, Eggs, Pupae",858,5,5
D45,3.3770428,-76.5471856,Comuna 18,TRUE,"Nov 6, 2020 8:08:05",Eggs,,,
D46,3.3769911,-76.5456463,Comuna 18,TRUE,"Nov 6, 2020 8:09:57","Larvae, Eggs, Pupae",,5,1
D44,3.3805011,-76.5449299,Comuna 18,TRUE,"Nov 6, 2020 8:21:39",Eggs,,,
D47,3.3721506,-76.5466925,Comuna 18,TRUE,"Nov 6, 2020 8:28:06","Larvae, Eggs, Pupae",,6,1
D48,3.3720961,-76.5492174,Comuna 18,TRUE,"Nov 6, 2020 8:29:13",Eggs,,,
D54,3.3682811,-76.5554835,Comuna 18,TRUE,"Nov 6, 2020 8:31:02","Larvae, Eggs, Pupae",646,5,5
D11,3.3859503,-76.5502442,Comuna 18,TRUE,"Nov 6, 2020 8:32:03",Eggs,,,
D14,3.3834161,-76.5600077,Comuna 18,TRUE,"Nov 6, 2020 8:33:52",Eggs,176,,
D13,3.3834161,-76.5600077,Comuna 18,FALSE,"Nov 6, 2020 8:35:23",Eggs,,,
D18,3.3904655,-76.5572106,Comuna 18,TRUE,"Nov 6, 2020 8:36:35",Eggs,106,,
D19,3.3869116,-76.5525169,Comuna 18,TRUE,"Nov 6, 2020 8:37:08",Eggs,,,
D71,3.3686448,-76.5554006,Comuna 18,TRUE,"Nov 6, 2020 9:36:40",Eggs,80,,
K76,3.4314801,-76.5511712,Comuna 20,FALSE,"Nov 11, 2020 15:28:11",Eggs,,,
K10,3.4189184,-76.5540612,Comuna 20,TRUE,"Nov 11, 2020 15:31:21",Eggs,,1,0
K9,3.4185474,-76.5564956,Comuna 20,TRUE,"Nov 11, 2020 15:33:23","Larvae, Eggs",889,5,0
K12,3.414037,-76.5565899,Comuna 20,TRUE,"Nov 11, 2020 15:35:17","Larvae, Eggs, Pupae",274,1,0
K15,3.4162859,-76.5634531,Comuna 20,TRUE,"Nov 11, 2020 15:38:06","Larvae, Eggs",114,5,4
K14,3.4161627,-76.5547837,Comuna 20,TRUE,"Nov 11, 2020 15:41:15","Larvae, Eggs",15,2,0
K8,3.4174691,-76.5602021,Comuna 20,TRUE,"Nov 11, 2020 15:43:05","Larvae, Eggs",,2,0
K5,3.4214904,-76.5620082,Comuna 20,TRUE,"Nov 11, 2020 15:44:00",Eggs,,,
K6,3.4296356,-76.5511712,Comuna 20,TRUE,"Nov 11, 2020 15:45:57","Larvae, Eggs",,5,0
K17,3.4174537,-76.5591185,Comuna 20,TRUE,"Nov 11, 2020 15:47:21","Larvae, Eggs",,1,0
K4,3.4145769,-76.5081755,Comuna 20,TRUE,"Nov 11, 2020 16:01:05",Eggs,162,5,0
K7,3.4135763,-76.5674264,Comuna 20,TRUE,"Nov 11, 2020 16:02:36",Eggs,,,
K16,3.4171823,-76.561647,Comuna 20,FALSE,"Nov 11, 2020 16:03:05",Eggs,,,
D34,3.4620965,-76.587063,Comuna 1,TRUE,"Nov 11, 2020 16:06:16",Eggs,45,,
D35,3.46087,-76.584763,Comuna 1,TRUE,"Nov 11, 2020 16:06:45",Eggs,23,,
D37,3.455483,-76.5800847,Comuna 1,TRUE,"Nov 11, 2020 16:08:54","Larvae, Eggs, Pupae",598,2,2
D82,3.4550841,-76.5757878,Comuna 1,TRUE,"Nov 11, 2020 16:11:15","Larvae, Eggs, Pupae",,5,5
D58,3.4536931,-76.5737345,Comuna 1,TRUE,"Nov 11, 2020 16:12:08",Eggs,,,
D78,3.4519258,-76.5691998,Comuna 1,TRUE,"Nov 11, 2020 16:13:25",Eggs,,,
D59,3.4515978,-76.5653318,Comuna 1,TRUE,"Nov 11, 2020 16:14:45","Larvae, Eggs",,5,5
D83,3.4506416,-76.562081,Comuna 1,TRUE,"Nov 11, 2020 16:15:49",Eggs,,,
D61,3.4497305,-76.5587572,Comuna 1,TRUE,"Nov 11, 2020 16:16:54",Eggs,,,
D72,3.4554345,-76.5526539,Comuna 1,TRUE,"Nov 11, 2020 16:18:43",Eggs,,,
D73,3.4552198,-76.5565011,Comuna 1,TRUE,"Nov 11, 2020 16:19:12",Eggs,,,
D84,3.4635357,-76.5562286,Comuna 1,TRUE,"Nov 11, 2020 16:19:41",Eggs,133,,
D55,3.4544708,-76.5661704,Comuna 1,TRUE,"Nov 11, 2020 16:20:12",Eggs,,,
D49,3.4555106,-76.5757338,Comuna 1,TRUE,"Nov 11, 2020 16:21:40","Larvae, Eggs",,4,0
D74,3.4595471,-76.5569511,Comuna 1,TRUE,"Nov 11, 2020 16:24:41",Eggs,158,,
D62,3.4567994,-76.558396,Comuna 1,TRUE,"Nov 11, 2020 16:25:12",Eggs,829,,
D63,3.4560911,-76.5603905,Comuna 1,TRUE,"Nov 11, 2020 16:26:23",Eggs,734,,
D64,3.4539992,-76.5620793,Comuna 1,TRUE,"Nov 11, 2020 16:26:59",Eggs,155,,
D66,3.4607969,-76.5581672,Comuna 1,TRUE,"Nov 11, 2020 16:27:34",Eggs,,,
D68,3.4571573,-76.5490311,Comuna 1,TRUE,"Nov 11, 2020 16:29:10","Larvae, Eggs, Pupae",1795,5,3
D67,3.4602669,-76.551749,Comuna 1,TRUE,"Nov 11, 2020 16:30:40",Eggs,,,
K2,3.4281191,-76.5526162,Comuna 20,TRUE,"Nov 12, 2020 9:12:52","Larvae, Eggs",10,2,0
D9,3.3939567,-76.554584,Comuna 18,TRUE,"Nov 18, 2020 17:26:47","Larvae, Eggs",67,3,0
D1,3.3953028,-76.5475565,Comuna 18,TRUE,"Nov 18, 2020 17:27:59",Eggs,1043,,
D4,3.3953028,-76.5475565,Comuna 18,TRUE,"Nov 18, 2020 17:30:10",Eggs,249,5,2
D85,3.3863569,-76.5460508,Comuna 18,TRUE,"Nov 18, 2020 17:33:52","Larvae, Eggs",1371,5,3
D3,3.3907703,-76.5519753,Comuna 18,TRUE,"Nov 18, 2020 17:37:12","Larvae, Eggs, Pupae",485,5,4
D54,3.3682129,-76.5548685,Comuna 18,FALSE,"Nov 20, 2020 9:03:12",Eggs,,,
D86,3.3926485,-76.5612483,Comuna 18,TRUE,"Nov 20, 2020 9:03:50",Eggs,,,
D71,3.3842065,-76.5440694,Comuna 18,TRUE,"Nov 20, 2020 9:33:20","Larvae, Eggs, Pupae",409,5,0
D7,3.3881802,-76.5536377,Comuna 18,TRUE,"Nov 20, 2020 9:34:55","Larvae, Eggs",592,5,0
D18,3.3903674,-76.5571857,Comuna 18,TRUE,"Nov 20, 2020 9:35:52",Eggs,94,,
D5,3.3951975,-76.5587341,Comuna 18,TRUE,"Nov 20, 2020 9:37:31","Larvae, Eggs",,5,2
D17,3.388437,-76.5612721,Comuna 18,TRUE,"Nov 20, 2020 9:39:06","Larvae, Eggs",,2,0
D16,3.3871821,-76.5627614,Comuna 18,TRUE,"Nov 20, 2020 9:41:59",Eggs,,,
D87,3.3808731,-76.5623658,Comuna 18,TRUE,"Nov 20, 2020 9:43:43","Larvae, Eggs, Pupae",,5,0
D81,3.3791844,-76.5612639,Comuna 18,TRUE,"Nov 20, 2020 9:44:27",Eggs,50,,
D53,3.3791844,-76.5612639,Comuna 18,TRUE,"Nov 20, 2020 9:46:07","Larvae, Eggs, Pupae",98,5,1
D52,3.3751638,-76.5562368,Comuna 18,TRUE,"Nov 20, 2020 9:47:43","Larvae, Eggs, Pupae",,5,3
D11,3.3859858,-76.5503703,Comuna 18,TRUE,"Nov 20, 2020 9:49:50","Larvae, Eggs, Pupae",2175,5,5
D19,3.3859546,-76.5502299,Comuna 18,TRUE,"Nov 20, 2020 9:50:33",Eggs,,,
D51,3.3751123,-76.5561956,Comuna 18,TRUE,"Nov 20, 2020 9:52:05",Eggs,,,
D14,3.3786714,-76.557082,Comuna 18,TRUE,"Nov 20, 2020 9:53:21","Larvae, Eggs, Pupae",,,
D88,3.3761368,-76.5533033,Comuna 18,TRUE,"Nov 20, 2020 9:54:05",Eggs,125,,
D69,3.3753564,-76.550752,Comuna 18,TRUE,"Nov 20, 2020 9:55:32","Larvae, Eggs, Pupae",1931,5,5
D48,3.3719777,-76.5491157,Comuna 18,TRUE,"Nov 20, 2020 9:56:09",Eggs,,,
D47,3.3722137,-76.5467072,Comuna 18,TRUE,"Nov 20, 2020 9:58:03","Larvae, Eggs, Pupae",,5,5
D45,3.3804603,-76.5449898,Comuna 18,TRUE,"Nov 20, 2020 10:40:15",Eggs,46,,
D46,3.3770151,-76.545644,Comuna 18,FALSE,"Nov 20, 2020 10:43:41",Eggs,,,
D44,3.3770151,-76.5455736,Comuna 18,TRUE,"Nov 24, 2020 17:38:21","Larvae, Eggs",684,5,1
D13,3.3872234,-76.5629979,Comuna 18,TRUE,"Nov 24, 2020 17:39:02","Larvae, Eggs",162,5,0
D57,3.4561491,-76.5750628,Comuna 1,TRUE,"Nov 24, 2020 17:39:49","Larvae, Eggs",610,5,0
D76,3.4578521,-76.5827732,Comuna 1,TRUE,"Nov 24, 2020 17:40:35","Larvae, Eggs",193,5,2
D33,3.4656387,-76.5907459,Comuna 1,TRUE,"Nov 24, 2020 17:41:19","Larvae, Eggs",335,5,5
K11,3.414037,-76.5565899,Comuna 20,TRUE,"Nov 24, 2020 17:42:43","Larvae, Eggs",20,4,2
K3,3.4246409,-76.5551468,Comuna 20,TRUE,"Nov 24, 2020 17:43:38","Larvae, Eggs",80,5,0
K13,3.4153023,-76.5591185,Comuna 20,TRUE,"Nov 24, 2020 17:44:31","Larvae, Eggs",637,5,0
D2,3.3949614,-76.5524061,Comuna 18,TRUE,"Nov 24, 2020 17:46:07","Larvae, Eggs",743,5,0
K16,3.4178203,-76.5640723,Comuna 20,FALSE,"Nov 27, 2020 10:19:43",Eggs,,,
K9,3.418626,-76.5565409,Comuna 20,FALSE,"Nov 27, 2020 10:21:25",Eggs,,,
D84,3.4523838,-76.5603363,Comuna 1,FALSE,"Nov 27, 2020 10:22:50",Eggs,,,
D35,3.459957,-76.5842632,Comuna 1,FALSE,"Nov 27, 2020 10:23:23",Eggs,,,
D33,3.4655811,-76.5907193,Comuna 1,FALSE,"Nov 27, 2020 10:26:32",Eggs,,,
K3,3.424658,-76.555131,Comuna 20,TRUE,"Nov 27, 2020 11:16:57","Larvae, Eggs",431,,
D68,3.4571145,-76.549217,Comuna 1,TRUE,"Nov 27, 2020 11:21:33","Larvae, Eggs",951,2,2
D66,3.4540742,-76.56221,Comuna 1,TRUE,"Nov 27, 2020 11:23:48",Eggs,,,
D64,3.4540742,-76.56221,Comuna 1,TRUE,"Nov 27, 2020 11:26:02","Larvae, Eggs",305,5,1
D62,3.4540742,-76.56221,Comuna 1,TRUE,"Nov 27, 2020 11:28:05","Larvae, Eggs, Pupae",328,5,2
D63,3.4540742,-76.56221,Comuna 1,TRUE,"Nov 27, 2020 11:30:00","Larvae, Eggs, Pupae",,5,2
D73,3.4540742,-76.56221,Comuna 1,TRUE,"Nov 27, 2020 11:32:23","Larvae, Eggs",652,1,1
D72,3.4540742,-76.56221,Comuna 1,TRUE,"Nov 27, 2020 11:34:21",Eggs,,,
D74,3.4540742,-76.56221,Comuna 1,TRUE,"Nov 27, 2020 11:35:55","Larvae, Eggs",773,5,0
D55,3.4545043,-76.566085,Comuna 1,TRUE,"Nov 27, 2020 11:39:35","Larvae, Eggs",160,5,1
D49,3.4556323,-76.570316,Comuna 1,TRUE,"Nov 27, 2020 11:40:25","Larvae, Eggs, Pupae",915,5,0
D57,3.4561507,-76.5752103,Comuna 1,TRUE,"Nov 27, 2020 11:41:05","Larvae, Eggs",557,5,0
D37,3.4553858,-76.5795258,Comuna 1,TRUE,"Nov 27, 2020 11:49:53","Larvae, Eggs, Pupae",,,
D76,3.4579048,-76.5827836,Comuna 1,TRUE,"Nov 27, 2020 11:50:38",Eggs,,,
D34,3.459957,-76.5842632,Comuna 1,TRUE,"Nov 27, 2020 11:51:19",Eggs,,,
D58,3.4656005,-76.5904494,Comuna 1,TRUE,"Nov 27, 2020 11:56:43","Larvae, Eggs, Pupae",,5,4
D78,3.4518895,-76.5693021,Comuna 1,TRUE,"Nov 27, 2020 11:57:32","Larvae, Eggs",463,1,0
D83,3.4507103,-76.562008,Comuna 1,TRUE,"Nov 27, 2020 11:59:30",Eggs,,,
K13,3.4145837,-76.5636012,Comuna 20,TRUE,"Nov 27, 2020 12:07:59","Larvae, Eggs",1107,5,0
K12,3.4138223,-76.557821,Comuna 20,TRUE,"Nov 27, 2020 12:17:34","Larvae, Eggs",199,1,0
K4,3.4228117,-76.5597349,Comuna 20,TRUE,"Nov 27, 2020 12:21:29","Larvae, Eggs",160,,
K17,3.4238834,-76.5583178,Comuna 20,TRUE,"Nov 27, 2020 12:22:28","Larvae, Eggs",,,
K14,3.4189867,-76.5624516,Comuna 20,TRUE,"Nov 27, 2020 12:23:02",Eggs,,,
K8,3.4205983,-76.5647319,Comuna 20,TRUE,"Nov 27, 2020 12:29:53","Larvae, Eggs",343,5,0
K5,3.4244995,-76.5620868,Comuna 20,FALSE,"Nov 27, 2020 12:30:49",Eggs,,,
K15,3.4155696,-76.5621213,Comuna 20,TRUE,"Nov 27, 2020 12:31:38","Larvae, Eggs, Pupae",762,5,5
K7,3.4221848,-76.5662117,Comuna 20,TRUE,"Nov 27, 2020 12:32:29","Larvae, Eggs",442,5,0
D67,3.4540742,-76.56221,Comuna 1,TRUE,"Nov 27, 2020 14:37:17",Eggs,,,
D90,3.3755104,-76.5475587,Comuna 18,TRUE,"Nov 30, 2020 10:06:15",Eggs,99,,
D89,3.3760585,-76.5428622,Comuna 18,TRUE,"Nov 30, 2020 10:07:40",Eggs,43,,
D88,3.3741848,-76.5535427,Comuna 18,FALSE,"Dec 2, 2020 9:52:58",Eggs,,,
D86,3.3932308,-76.5567156,Comuna 18,FALSE,"Dec 2, 2020 9:53:25",Eggs,,,
D4,3.3900726,-76.5480077,Comuna 18,FALSE,"Dec 2, 2020 9:53:54",Eggs,,,
D45,3.3770594,-76.5474115,Comuna 18,FALSE,"Dec 2, 2020 9:54:35",Eggs,,,
D16,3.3845637,-76.5580348,Comuna 18,FALSE,"Dec 2, 2020 9:55:20",Eggs,,,
D81,3.379694,-76.5614843,Comuna 18,FALSE,"Dec 2, 2020 9:56:35",Eggs,,,
D91,3.4050078,-76.5482812,Comuna 18,FALSE,"Dec 2, 2020 9:58:03",Eggs,,,
D87,3.38104,-76.5623678,Comuna 18,TRUE,"Dec 2, 2020 9:59:24","Larvae, Eggs, Pupae",128,,
D51,3.3777876,-76.5568263,Comuna 18,TRUE,"Dec 2, 2020 10:01:01","Larvae, Eggs",,5,2
D69,3.375474,-76.5508343,Comuna 18,TRUE,"Dec 2, 2020 10:01:40",Eggs,,,
D48,3.3718676,-76.548888,Comuna 18,TRUE,"Dec 2, 2020 10:03:35",Eggs,61,,
D54,3.3681803,-76.554138,Comuna 18,TRUE,"Dec 2, 2020 10:05:17","Larvae, Eggs",103,,
D47,3.3721592,-76.5468174,Comuna 18,TRUE,"Dec 2, 2020 10:06:48","Larvae, Eggs",,5,0
D44,3.3799336,-76.5450991,Comuna 18,TRUE,"Dec 2, 2020 10:07:47",Eggs,,,
D46,3.3768285,-76.5455627,Comuna 18,TRUE,"Dec 2, 2020 10:09:29","Larvae, Eggs",,5,5
D92,3.3940629,-76.5566742,Comuna 18,TRUE,"Dec 2, 2020 10:13:49","Larvae, Eggs, Pupae",,5,4
D17,3.3932308,-76.5567156,Comuna 18,TRUE,"Dec 2, 2020 10:14:49","Larvae, Eggs, Pupae",,5,0
D53,3.3742231,-76.5534661,Comuna 18,FALSE,"Dec 2, 2020 10:15:23",Eggs,1,,
D19,3.3868252,-76.5526556,Comuna 18,TRUE,"Dec 2, 2020 10:16:56",Eggs,,,
D52,3.3741848,-76.5535427,Comuna 18,TRUE,"Dec 2, 2020 10:17:45","Larvae, Eggs, Pupae",519,4,3
D5,3.3950641,-76.5588109,Comuna 18,TRUE,"Dec 2, 2020 10:21:11","Larvae, Eggs, Pupae",,5,4
D18,3.3903671,-76.5571671,Comuna 18,TRUE,"Dec 2, 2020 10:21:42",Eggs,98,,
D13,3.3863359,-76.5587015,Comuna 18,TRUE,"Dec 2, 2020 10:22:26",Eggs,365,,
D14,3.3837283,-76.5572756,Comuna 18,TRUE,"Dec 2, 2020 10:23:05",Eggs,,,
D7,3.388228,-76.5534839,Comuna 18,TRUE,"Dec 2, 2020 10:24:18",Eggs,223,,
D11,3.3859447,-76.5503184,Comuna 18,TRUE,"Dec 2, 2020 10:25:04","Larvae, Eggs",,5,5
D85,3.3863066,-76.5460958,Comuna 18,TRUE,"Dec 2, 2020 10:26:09",Eggs,,,
